"FID","FClassTypeID","FPage","FCaption_CHS","FCaption_CHT","FCaption_EN","FKey","FFieldName","FTableName","FTableNameAs","FListIndex","FListClassName","FVisible","FEnable","FNeedSave","FMustInput","FCtlType","FProperty","FLookUpType","FLookUpClassID","FLookUpList","FSRCFieldName","FSRCTableName","FSRCTableNameAs","FDSPFieldName","FFNDFieldName","FValueLocation","FFilter","FFilterGroup","FValueType","FDspColType","FEditlen","FValuePrecision","FSaveRule","FDefValue","FAction","FUserDefine","FNote","FKeyWord","FLeft","FTop","FHeight","FWidth","FCondition","FTabIndex","FLock","FSum","FPrec","FScale","FLayer","FLoadAction","FUnControl","FFont","FSourceType","FSubKey","FParentKey","FConditionExt","FFrameBorder","FFrameBorderColor","FLabelWidth","FLabelColor","FTextColor","FIsF7","FContainer","FStyle"
"13974","1007006","2","物料名称","物料名稱","Material Name","FItemName","FItemID","PORFQEntry",,"49","0","2047","0","false","false","1",,"0","4",,"FItemID","t_ICItem",,"FName",,"3",,,"167","500","255","0",,,,"false",,,"0","0","0","1170","0","8","-1","false","0","0","0",,"8240",,"2",,,"0","2","0","0","0","0","0",,"0"
"13973","1007006","2","物料代码","物料代码","Material Code","FItemNumber","FItemID","PORFQEntry",,"47","0","4095","0","true","true","1",,"1","4",,"FItemID","t_ICItem",,"FNumber","FNumber","1",,"0","56","500","255","4",,,"TakeBaseData{FItemName,FModel,FBaseUnit,FUnitID=FSaleUnitID,FBaseProperty,FBaseProperty1,FDecimal=FSize,FDecimal7=FStandardCost,FDecimal19=F_172,FDecimal15=F_171,FDecimal16=F_175}|SetDecimal{FAUXPRICE,FAUXQTY,FAUXQTYFROM,FAUXQTYTO,FAUXPRICEINCLUDETAX,FAUXTAXPRICEDISCOUNT,FSELFDEFINEPRICE1,FSELFDEFINEPRICE2,FSELFDEFINEPRICE3,FSELFDEFINEPRICE4,FPRICE1,FPRICE,FQTY,FQTYFROM,FQtyTo}|LockField{ME.FAuxClassID=0,FAuxPropID=1,FAuxPropID=0}|BOSSer_GetTaxRate{Para=[P_CompanyID=FCustID,P_TaxRateOption=0];Return=[P_TaxRate=FCess];BOSAction=[BSA_FillRowType=-1,BSA_ReadRowType=-1]}|BOSSer_GetStockQtyAndSecurityQty{FItemID=FItemNumber,FStockID=,FBathNo=,FAuxProperty=FAuxPropID,FUnitID=FUnitID,FSPID=,FKFDate=,FKFPeriod=}","false",,,"5158","7738","346","825","0","7","24","false","0","10","0","SetDecimal{FAUXPRICE,FAUXQTY,FAUXQTYFROM,FAUXQTYTO,FAUXPRICEINCLUDETAX,FAUXTAXPRICEDISCOUNT,FSELFDEFINEPRICE1,FSELFDEFINEPRICE2,FSELFDEFINEPRICE3,FSELFDEFINEPRICE4,FPRICE,FQTY,FQTYFROM,FQtyTo}|LockField{ME.FAuxClassID=0,FAuxPropID=1,FAuxPropID=0}","13847",,"1",,,"0","2","0","0","0","0","0",,"0"
"13961","1007006","1","主管","主管","Supervisor","FMangerID","FMangerID","PORFQ",,"14","2","4095","0","true","false","1",,"1","3",,"FItemID","t_Emp","t_Emp1","FName","FNumber","1",,,"56","500","255","4",,,,"false",,,"6381","7305","375","1620","0,16","13","20","false","0","10","0",,"12819",,"1",,,"0","2","0","750","0","0","0",,"0"
"13972","1007006","2","对应名称","對應名稱","Corresponding Name","FMapName","FMapID","PORFQEntry",,"35","0","0","0","false","false","1",,"0","1007103",,"FID","v_CToIMappingGrp",,"FName",,"3",,,"167","500","255","0",,,,"false",,,"0","0","0","1230","0","-1","-1","false","0","0","0",,"8240",,"2",,,"0","2","0","0","0","0","0",,"0"
"13971","1007006","2","对应代码","對應代碼","Corresponding Code","FMapNumber","FMapID","PORFQEntry",,"34","0","0","0","true","false","1",,"3","1007103",,"FID","v_CToIMapping",,"FNumber","FNumber","1",,,"56","500","255","4",,,,"false",,,"5158","7738","346","1185","0","-1","20","false","0","10","0",,"12305",,"1",,,"0","2","0","0","0","0","0",,"0"
"13975","1007006","2","规格型号","規格型號","Specification","FModel","FItemID","PORFQEntry",,"50","0","2047","0","false","false","1",,"0","4",,"FItemID","t_ICItem",,"FModel",,"3",,,"167","500","255","0",,,,"false",,,"0","0","0","960","0","9","-1","false","0","0","0",,"8240",,"2",,,"0","2","0","0","0","0","0",,"0"
"14007","1007006","2","行关闭标志","行關閉標誌","Row Close Flag","FMRPClosed","FMRPClosed","PORFQEntry",,"92","0","782","0","true","false","8",,"0","0","VALUELIST{1=Y}",,,,,,"1",,,"48","500","1","1",,,,"false",,,"120","1695","350","630","5","51","-1","false","3","0","0",,"8226",,"9",,,"0","2","0","0","0","0","0",,"0"
"13996","1007006","2","备注","备注","Remarks","FNOTE","FNote","PORFQEntry",,"112","0","3071","0","true","false","1",,"0","0",,,,,,,"1",,,"231","500","255","255",,,,"false",,,"0","0","350","660","0,13","72","24","false","0","0","0",,"12816",,"0",,,"0","2","0","0","0","0","0",,"0"
"26245","1007006","2","公司价格体系备注","備註","Remarks1","FNOTE1","FnoteFromComPly","PORFQEntry",,"111","2","2047","0","true","false","999",,"0","0",,,,,,,"0",,,"231","500","200","200",,,,"true",,,"0","0","0","1320","0,13","71","24","false","0","0","0",,"24631","FontName=宋体|FontSize=9|FontBold=False|FontItalic=True|","0",,,"0","2","0","0","0","0","0",,"0"
"13951","1007006","1","收款条件 ","收款條件","Collection Terms","FPayCondition","FPayCondition","PORFQ",,"3","2","3071","0","true","false","1",,"3","1007737",,"FID","t_PayColConditionEntry",,"FName","FNumber","1",,"0","56","500","255","4",,,,"false",,,"6535","1030","375","2835","0","3","16","false","0","10","0",,"12819",,"1",,,"0","2","0","1000","0","0","0",,"0"
"13979","1007006","2","基本单位单价","基本單位單價","U/P (BUoM)","FPrice","FPrice","PORFQEntry",,"62","0","12","-1","true","false","2","FAuxPrice","0","0",,,,,,,"1",,,"106","4","13","13",,,,"false",,"PRICE","0","0","350","840","1,13","21","-1","false","13","10","0",,"8208",,"18",,,"0","2","0","0","0","0","0",,"0"
"22813","1007006","2","公司单价","公司单价","公司单价","FPrice1","FCompanyPrice","PORFQEntry",,"57","2","2047","0","true","false","2","FUnitID","0","0",,,,,,,"1",,,"106","4","28","13",,,,"true",,"PRICE","0","0","350","765","1,13","16","-1","false","28","10","0",,"25105",,"0",,,"0","2","0","0","0","0","0",,"0"
"14009","1007006","2","更新价格标志","更新價格標誌","Update Price Sign","FPriceUpdated","FPriceUpdated","PORFQEntry",,"94","0","782","0","true","false","8",,"0","0","VALUELIST{1=Y}",,,,,,"1",,,"48","500","1","1",,,,"false",,,"120","1695","350","660","5","53","-1","false","3","0","0",,"8226",,"9",,,"0","2","0","0","0","0","0",,"0"
"14697","1007006","1","打印次数","列印次數","Print Times","FPrintCount","FPrintCount","PORFQ",,"21","2","831","0","true","true","3",,"0","0","Min=0",,,,,,"1",,,"56","10","30","4",,"0",,"false",,"PRINTCOUNT","3051","8025","375","1620","1","20","-1","false","0","0","0",,"8192",,"20",,,"0","2","0","0","0","0","0",,"0"
"13978","1007006","2","基本单位数量","基本單位數量","Qty (BUoM)","FQty","FQty","PORFQEntry",,"59","0","12","-1","false","false","2","FAuxQty","0","0",,,,,,,"1",,,"106","2","13","13",,,,"false",,"QTY","0","0","350","945","1,13","18","-1","true","13","10","0",,"8208",,"17",,,"0","2","0","0","0","0","0",,"0"
"13980","1007006","2","基本单位数量段(从)","基本單位數量段(從)","Qty Segment in BUoM (from)","FQtyFrom","FQtyFrom","PORFQEntry",,"67","0","12","-1","false","false","2","FAuxQtyFrom","0","0",,,,,,,"1",,,"106","2","13","13",,,,"false",,"QTY","0","0","350","825","1,13","26","-1","true","13","10","0",,"8208",,"17",,,"0","2","0","0","0","0","0",,"0"
"13982","1007006","2","基本单位数量段(到)","基本單位數量段(到)","Qty Segment in BUoM (to)","FQtyTo","FQtyTo","PORFQEntry",,"76","0","12","-1","false","false","2","FAuxQtyTo","0","0",,,,,,,"1",,,"106","2","13","13",,,,"false",,"QTY","0","0","350","840","1,13","35","-1","true","13","10","0",,"8208",,"17",,,"0","2","0","0","0","0","0",,"0"
"14001","1007006","2","自定义不计入成本费用1","自定義不計入成本費用1","Custom Expense not Included in Cost 1","FSelfDefinePrice1","FSelfDefinePrice1","PORFQEntry",,"86","0","12","0","true","false","2","FUnitID","0","0",,,,,,,"1",,,"106","4","9","13",,,,"false",,"PRICE","0","0","350","1050","1,13","45","20","false","9","2","0",,"12306",,"0",,,"0","2","0","0","0","0","0",,"0"
"14002","1007006","2","自定义不计入成本费用2","自定義不計入成本費用2","Custom Expense not Included in Cost 2","FSelfDefinePrice2","FSelfDefinePrice2","PORFQEntry",,"87","0","12","0","true","false","2","FUnitID","0","0",,,,,,,"1",,,"106","4","9","13",,,,"false",,"PRICE","0","0","350","1050","1,13","46","20","false","9","2","0",,"12306",,"0",,,"0","2","0","0","0","0","0",,"0"
"14003","1007006","2","自定义不计入成本费用3","自定義不計入成本費用3","Custom Expense not Included in Cost 3","FSelfDefinePrice3","FSelfDefinePrice3","PORFQEntry",,"88","0","12","0","true","false","2","FUnitID","0","0",,,,,,,"1",,,"106","4","9","13",,,,"false",,"PRICE","0","0","350","1050","1,13","47","20","false","9","2","0",,"12306",,"0",,,"0","2","0","0","0","0","0",,"0"
"14004","1007006","2","自定义不计入成本费用4","自定義不計入成本費用4","Custom Expense not Included in Cost 4","FSelfDefinePrice4","FSelfDefinePrice4","PORFQEntry",,"89","0","12","0","true","false","2","FUnitID","0","0",,,,,,,"1",,,"106","4","9","13",,,,"false",,"PRICE","0","0","350","1080","1,13","48","20","false","9","2","0",,"12306",,"0",,,"0","2","0","0","0","0","0",,"0"
"13955","1007006","1","源单编号","源單編號","Source Doc No.","FSourceBillNo","FSourceBillNo","PORFQ",,"8","2","253","0","false","false","1",,"0","0",,,,,,,"1",,,"231","500","50","50",,,,"false",,,"3294","1030","375","2835","-1","7","16","false","0","0","0",,"12288",,"16",,,"0","2","0","1000","0","0","0",,"0"
"13954","1007006","1","源单类型","源單類型","Source Doc Type","FSourceBillType","FSourceBillType","PORFQ",,"7","2","253","0","false","false","8",,"0","0",,,,,,,"1",,,"231","500","255","255",,,,"false",,,"3294","629","375","2835","-1","6","16","false","0","0","0",,"12288",,"15",,,"0","2","0","1000","0","0","0",,"0"
"13964","1007006","1","审核标志","審核標誌","Approval Flag","FStatus","FStatus","PORFQ",,"23","2","1806","0","true","false","8",,"0","0","VALUELIST{1=Y}",,,,,,"1",,,"52","500","2","2",,,,"false",,,"105","0","375","100","5","38","-1","false","5","0","0",,"8226",,"9",,,"0","2","0","1000","0","0","0",,"0"
"13993","1007006","2","税额","稅額","Tax Amount","FTaxAmount","FTaxAmount","PORFQEntry",,"63","0","2060","0","true","false","2","FCurrencyID","0","0",,,,,,,"1",,,"106","6","13","13",,,,"false",,"AMOUNT","0","0","350","930","1,13","22","-1","true","13","2","0",,"8720",,"0",,,"0","2","0","0","0","0","0",,"0"
"22575","1007006","2","客户对应物料代码","客户对应物料代码","FCusItemID","FText","FCusItemID","PORFQEntry",,"44","2","2047","0","true","false","1",,"0","0",,,"v_ctoimapping2",,,,"3",,"0","231","500","100","100",,,,"true",,,"0","0","350","1245","0,13","5","24","false","0","0","0",,"24595",,"0",,,"0","2","0","0","0","0","0",,"0"
"22576","1007006","2","客户对应物料名称","客户对应物料名称","FCusItemName","FText1","FCusItemName","PORFQEntry",,"45","2","2047","0","true","true","1",,"0","0",,,,,,,"1",,,"231","500","255","255",,"-",,"true",,,"0","0","350","1275","0,13","6","24","false","0","0","0",,"24595",,"0",,,"0","2","0","0","0","0","0",,"0"
"13967","1007006","1","业务代码","業務代碼","Business Code","FTranType","FTranType","PORFQ",,"27","2","12","0","true","false","3",,"0","0",,,,,,,"1",,,"56","500","255","4",,"84",,"false",,,"120","60","285","100","1,13","40","20","false","0","10","0",,"12306",,"0",,,"0","2","0","0","0","0","0",,"0"
"13981","1007006","2","单位","單位","Unit of Measure (UoM)","FUnitID","FUnitID","PORFQEntry",,"54","0","4095","0","true","true","1","FItemNumber.FUnitGroupID","6","7",,"FItemID","t_Measureunit",,"FName","FNumber","1",,,"56","500","255","4",,,"UnitExchange{FAuxQty,FAuxPrice,FAuxPriceIncludeTax,FAuxQtyFrom,FAuxQtyTo}","false",,,"5158","7738","346","690","0","13","20","false","0","10","0",,"13843",,"1",,,"0","2","0","0","0","0","0",,"0"
"14685","1007006","1","版本号","版本號","Version No.","FVersionNo","FVersionNo","PORFQ",,"17","2","3071","0","true","true","1",,"0","0",,,,,"FName",,"1",,,"231","500","20","20",,"000",,"false",,,"6535","629","375","2835","0,13","16","-1","false","0","0","0",,"8195",,"0",,,"0","2","0","1000","0","0","0",,"0"

