"FEntryID","FOperSN","FOperID","FBrNO","FWorkCenterID","FNote","FTimeUnit","FLeadTime","FTimeRun","FTimeSetup","FInterID","FitemID","FWorkQty","FMoveTime","FqualityChkID","Ffare","FQualityShcemeID","FMoveQty","FAutoTD","FAutoOF","FIsOut","FFee","FSupplyID","FFManagerID","FTeamID","FWorkerID","FDeviceID","FResourceCount","FConversion","FPieceRate","FCheckCycle","FProcParam","FNewEntryID","FIndex","FMachStdTimeRun","FMachStdTimeSetup","FPersonStdTimeRun","FPersonStdTimeSetup","FEntrySelfZ0236","FEntrySelfZ0237"
"4","40","40336","0","216909",,"11082","0E-10","1.0000000000","0E-10","3704","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40160","0","1024","1","1.0000000000","1.2500000000","0E-10",,"393225","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"5","50","40133","0","216911",,"11082","0E-10","1.0000000000","0E-10","3704","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","0","58287","1018","1","1.0000000000","0.2300000000","0E-10",,"393226","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"6","60","40140","0","13389",,"11082","0E-10","1.0000000000","0E-10","3704","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","0","211408","1000","1","1.0000000000","0.6000000000","0E-10",,"393227","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"7","70","40142","0","216912",,"11082","0E-10","1.0000000000","0E-10","3704","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40176","0","1022","1","1.0000000000","0.3640000000","0E-10",,"393228","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"8","80","40143","0","216913",,"11082","0E-10","1.0000000000","0E-10","3704","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40346","0","1047","1","1.0000000000","0.4000000000","0E-10",,"393229","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"9","90","40145","0","216914",,"11082","0E-10","1.0000000000","0E-10","3704","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40390","0","1020","1","1.0000000000","0.2800000000","0E-10",,"393230","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"10","100","40146","0","216915",,"11082","0E-10","1.0000000000","0E-10","3704","0","100.0000000000","0E-10","351","1059","1004","1.0000000000","1058","1058","1059","0E-10","0","0","40348","0","1021","1","1.0000000000","0.5120000000","0E-10",,"393231","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"1","10","40002","0","211682",,"11082","0E-10","1.0000000000","0E-10","3714","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40391","0","1003","1","1.0000000000","1.1800000000","0E-10",,"40016","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"2","20","40129","0","211682",,"11082","0E-10","1.0000000000","0E-10","3714","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40391","0","1029","1","1.0000000000","0.0650000000","0E-10",,"40017","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","5.0000000000"
"3","30","40003","0","216908",,"11082","0E-10","1.0000000000","0E-10","3714","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40149","0","1009","1","1.0000000000","0.2110000000","0E-10",,"40018","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","4.0000000000"
"4","40","40336","0","216909",,"11082","0E-10","1.0000000000","0E-10","3714","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40160","0","1023","1","1.0000000000","1.2500000000","0E-10",,"40019","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"5","50","40004","0","216910",,"11082","0E-10","1.0000000000","0E-10","3714","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40159","0","1026","1","1.0000000000","0.2550000000","0E-10",,"40020","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","4.0000000000"
"6","60","40133","0","216911",,"11082","0E-10","1.0000000000","0E-10","3714","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","0","58287","1018","1","1.0000000000","0.2300000000","0E-10",,"40021","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"7","70","40140","0","13389",,"11082","0E-10","1.0000000000","0E-10","3714","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","0","211408","1000","1","1.0000000000","0.6000000000","0E-10",,"40022","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"8","80","40142","0","216912",,"11082","0E-10","1.0000000000","0E-10","3714","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40176","0","1022","1","1.0000000000","0.3640000000","0E-10",,"40023","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"9","90","40143","0","216913",,"11082","0E-10","1.0000000000","0E-10","3714","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40346","0","1047","1","1.0000000000","0.4000000000","0E-10",,"40024","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"10","100","40145","0","216914",,"11082","0E-10","1.0000000000","0E-10","3714","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40390","0","1020","1","1.0000000000","0.2800000000","0E-10",,"40025","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"11","110","40146","0","216915",,"11082","0E-10","1.0000000000","0E-10","3714","0","100.0000000000","0E-10","351","1059","1004","1.0000000000","1058","1058","1059","0E-10","0","0","40348","0","1021","1","1.0000000000","0.5120000000","0E-10",,"40026","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"1","10","40002","0","211682",,"11082","0E-10","1.0000000000","0E-10","3715","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40391","0","1003","1","1.0000000000","1.1800000000","0E-10",,"43558","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"2","20","40129","0","211682",,"11082","0E-10","1.0000000000","0E-10","3715","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40391","0","1029","1","1.0000000000","0.0650000000","0E-10",,"43559","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","4.0000000000"
"3","30","40003","0","216908",,"11082","0E-10","1.0000000000","0E-10","3715","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40149","0","1009","1","1.0000000000","0.2110000000","0E-10",,"43560","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","8.0000000000"
"4","40","40336","0","216909",,"11082","0E-10","1.0000000000","0E-10","3715","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40160","0","1023","1","1.0000000000","1.2500000000","0E-10",,"43561","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"5","50","40004","0","216910",,"11082","0E-10","1.0000000000","0E-10","3715","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40159","0","1026","1","1.0000000000","0.2550000000","0E-10",,"43562","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","4.0000000000"
"6","60","40133","0","216911",,"11082","0E-10","1.0000000000","0E-10","3715","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","0","58287","1018","1","1.0000000000","0.2300000000","0E-10",,"43563","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"7","70","40140","0","13389",,"11082","0E-10","1.0000000000","0E-10","3715","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","0","211408","1000","1","1.0000000000","0.6000000000","0E-10",,"43564","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"8","80","40142","0","216912",,"11082","0E-10","1.0000000000","0E-10","3715","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40176","0","1022","1","1.0000000000","0.3640000000","0E-10",,"43565","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"9","90","40143","0","216913",,"11082","0E-10","1.0000000000","0E-10","3715","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40346","0","1047","1","1.0000000000","0.4000000000","0E-10",,"43566","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"10","100","40145","0","216914",,"11082","0E-10","1.0000000000","0E-10","3715","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40390","0","1020","1","1.0000000000","0.2800000000","0E-10",,"43567","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"11","110","40146","0","216915",,"11082","0E-10","1.0000000000","0E-10","3715","0","100.0000000000","0E-10","351","1059","1004","1.0000000000","1058","1058","1059","0E-10","0","0","40348","0","1021","1","1.0000000000","0.5120000000","0E-10",,"43568","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"1","10","40002","0","211682",,"11082","0E-10","1.0000000000","0E-10","3723","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40391","0","1003","1","1.0000000000","1.1800000000","0E-10",,"40670","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"2","20","40129","0","211682",,"11082","0E-10","1.0000000000","0E-10","3723","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40391","0","1029","1","1.0000000000","0.0650000000","0E-10",,"40671","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","5.0000000000"
"3","30","40003","0","216908",,"11082","0E-10","1.0000000000","0E-10","3723","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40149","0","1009","1","1.0000000000","0.2110000000","0E-10",,"40672","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","6.0000000000"
"4","40","40336","0","216909",,"11082","0E-10","1.0000000000","0E-10","3723","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40160","0","1023","1","1.0000000000","1.2500000000","0E-10",,"40673","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"5","50","40004","0","216910",,"11082","0E-10","1.0000000000","0E-10","3723","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40159","0","1026","1","1.0000000000","0.2550000000","0E-10",,"40674","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","4.0000000000"
"6","60","40133","0","216911",,"11082","0E-10","1.0000000000","0E-10","3723","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","0","58287","1018","1","1.0000000000","0.2300000000","0E-10",,"40675","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"7","70","40140","0","13389",,"11082","0E-10","1.0000000000","0E-10","3723","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","0","211408","1000","1","1.0000000000","0.6000000000","0E-10",,"40676","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"8","80","40142","0","216912",,"11082","0E-10","1.0000000000","0E-10","3723","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40176","0","1022","1","1.0000000000","0.3640000000","0E-10",,"40677","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"9","90","40143","0","216913",,"11082","0E-10","1.0000000000","0E-10","3723","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40346","0","1047","1","1.0000000000","0.4000000000","0E-10",,"40678","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"10","100","40145","0","216914",,"11082","0E-10","1.0000000000","0E-10","3723","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40390","0","1020","1","1.0000000000","0.2800000000","0E-10",,"40679","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"11","110","40146","0","216915",,"11082","0E-10","1.0000000000","0E-10","3723","0","100.0000000000","0E-10","351","1059","1004","1.0000000000","1058","1058","1059","0E-10","0","0","40348","0","1021","1","1.0000000000","0.5120000000","0E-10",,"40680","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"1","10","40002","0","211682",,"11082","0E-10","1.0000000000","0E-10","3725","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40391","0","1003","1","1.0000000000","1.1800000000","0E-10",,"40863","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"2","20","40129","0","211682",,"11082","0E-10","1.0000000000","0E-10","3725","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40391","0","1029","1","1.0000000000","0.0650000000","0E-10",,"40864","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","4.0000000000"
"3","30","40003","0","216908",,"11082","0E-10","1.0000000000","0E-10","3725","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40149","0","1009","1","1.0000000000","0.2110000000","0E-10",,"40865","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","10.0000000000"
"4","40","40336","0","216909",,"11082","0E-10","1.0000000000","0E-10","3725","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40160","0","1023","1","1.0000000000","1.2500000000","0E-10",,"40866","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"5","50","40133","0","216911",,"11082","0E-10","1.0000000000","0E-10","3725","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","0","58287","1018","1","1.0000000000","0.2300000000","0E-10",,"40867","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"6","60","40140","0","13389",,"11082","0E-10","1.0000000000","0E-10","3725","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","0","211408","1000","1","1.0000000000","0.6000000000","0E-10",,"40868","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"7","70","40142","0","216912",,"11082","0E-10","1.0000000000","0E-10","3725","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40176","0","1022","1","1.0000000000","0.3640000000","0E-10",,"40869","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"8","80","40144","0","216913",,"11082","0E-10","1.0000000000","0E-10","3725","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40346","0","1048","1","1.0000000000","0.2990000000","0E-10",,"40870","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"9","90","40145","0","216914",,"11082","0E-10","1.0000000000","0E-10","3725","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40390","0","1020","1","1.0000000000","0.2800000000","0E-10",,"40871","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"10","100","40146","0","216915",,"11082","0E-10","1.0000000000","0E-10","3725","0","100.0000000000","0E-10","351","1059","1004","1.0000000000","1058","1058","1059","0E-10","0","0","40348","0","1021","1","1.0000000000","0.5120000000","0E-10",,"40872","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"1","10","40002","0","211682",,"11082","0E-10","1.0000000000","0E-10","3726","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40391","0","1003","1","1.0000000000","1.1800000000","0E-10",,"48028","0","0E-10","1.0000000000","0E-10","0E-10","2.1000000000","1.0000000000"
"2","20","40129","0","211682",,"11082","0E-10","1.0000000000","0E-10","3726","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40391","0","1029","1","1.0000000000","0.0650000000","0E-10",,"48029","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","3.0000000000"
"3","30","40003","0","216908",,"11082","0E-10","1.0000000000","0E-10","3726","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40149","0","1009","1","1.0000000000","0.2110000000","0E-10",,"48030","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","8.0000000000"
"4","40","40336","0","216909",,"11082","0E-10","1.0000000000","0E-10","3726","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40160","0","1023","1","1.0000000000","1.2500000000","0E-10",,"48031","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"5","50","40133","0","216911",,"11082","0E-10","1.0000000000","0E-10","3726","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","0","58287","1018","1","1.0000000000","0.2300000000","0E-10",,"48032","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"6","60","40140","0","13389",,"11082","0E-10","1.0000000000","0E-10","3726","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","0","211408","1000","1","1.0000000000","0.6000000000","0E-10",,"48033","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"7","70","40142","0","216912",,"11082","0E-10","1.0000000000","0E-10","3726","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40176","0","1022","1","1.0000000000","0.3640000000","0E-10",,"48034","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"8","80","40145","0","216916",,"11082","0E-10","1.0000000000","0E-10","3726","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40390","0","0","1","1.0000000000","0.2800000000","0E-10",,"48035","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"9","90","40146","0","216915",,"11082","0E-10","1.0000000000","0E-10","3726","0","100.0000000000","0E-10","351","1059","1004","1.0000000000","1058","1058","1059","0E-10","0","0","40348","0","1021","1","1.0000000000","0.5120000000","0E-10",,"48036","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"1","10","40002","0","211682",,"11082","0E-10","1.0000000000","0E-10","3740","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40391","0","1003","1","1.0000000000","1.1800000000","0E-10",,"118310","0","0E-10","1.0000000000","0E-10","0E-10","2.1000000000","1.0000000000"
"2","20","40129","0","211682",,"11082","0E-10","1.0000000000","0E-10","3740","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40391","0","1029","1","1.0000000000","0.0650000000","0E-10",,"118311","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","5.0000000000"
"3","30","40003","0","216908",,"11082","0E-10","1.0000000000","0E-10","3740","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40149","0","1009","1","1.0000000000","0.2110000000","0E-10",,"118312","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","5.0000000000"
"4","40","40336","0","216909",,"11082","0E-10","1.0000000000","0E-10","3740","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40160","0","1023","1","1.0000000000","1.2500000000","0E-10",,"118313","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"5","50","40133","0","216911",,"11082","0E-10","1.0000000000","0E-10","3740","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","0","58287","1018","1","1.0000000000","0.2300000000","0E-10",,"118314","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"6","60","40140","0","13389",,"11082","0E-10","1.0000000000","0E-10","3740","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","0","211408","1000","1","1.0000000000","0.6000000000","0E-10",,"118315","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"7","70","40142","0","216912",,"11082","0E-10","1.0000000000","0E-10","3740","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40176","0","1022","1","1.0000000000","0.3640000000","0E-10",,"118316","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"8","80","40144","0","216913",,"11082","0E-10","1.0000000000","0E-10","3740","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40346","0","1047","1","1.0000000000","0.2990000000","0E-10",,"118317","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"9","90","40145","0","216914",,"11082","0E-10","1.0000000000","0E-10","3740","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40390","0","1020","1","1.0000000000","0.2800000000","0E-10",,"118318","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"10","100","40146","0","216915",,"11082","0E-10","1.0000000000","0E-10","3740","0","100.0000000000","0E-10","351","1059","1004","1.0000000000","1058","1058","1059","0E-10","0","0","40348","0","1021","1","1.0000000000","0.5120000000","0E-10",,"118319","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"1","10","40002","0","211682",,"11082","0E-10","1.0000000000","0E-10","3741","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40391","0","1003","1","1.0000000000","1.1800000000","0E-10",,"42030","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"2","20","40129","0","211682",,"11082","0E-10","1.0000000000","0E-10","3741","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40391","0","1029","1","1.0000000000","0.0650000000","0E-10",,"42031","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","5.0000000000"
"3","30","40003","0","216908",,"11082","0E-10","1.0000000000","0E-10","3741","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40149","0","1009","1","1.0000000000","0.2110000000","0E-10",,"42032","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","7.0000000000"
"4","40","40336","0","216909",,"11082","0E-10","1.0000000000","0E-10","3741","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40160","0","1023","1","1.0000000000","1.2500000000","0E-10",,"42033","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"5","50","40004","0","216910",,"11082","0E-10","1.0000000000","0E-10","3741","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40159","0","1026","1","1.0000000000","0.2550000000","0E-10",,"42034","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","3.0000000000"
"6","60","40133","0","216911",,"11082","0E-10","1.0000000000","0E-10","3741","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","0","58287","1018","1","1.0000000000","0.2300000000","0E-10",,"42035","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"7","70","40140","0","13389",,"11082","0E-10","1.0000000000","0E-10","3741","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","0","211408","1000","1","1.0000000000","0.6000000000","0E-10",,"42036","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"8","80","40142","0","216912",,"11082","0E-10","1.0000000000","0E-10","3741","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40176","0","1022","1","1.0000000000","0.3640000000","0E-10",,"42037","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"9","90","40145","0","216914",,"11082","0E-10","1.0000000000","0E-10","3741","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40390","0","1020","1","1.0000000000","0.2800000000","0E-10",,"42038","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"10","100","40146","0","216915",,"11082","0E-10","1.0000000000","0E-10","3741","0","100.0000000000","0E-10","351","1059","1004","1.0000000000","1058","1058","1059","0E-10","0","0","40348","0","1021","1","1.0000000000","0.5120000000","0E-10",,"42039","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"1","10","40002","0","211682",,"11082","0E-10","1.0000000000","0E-10","3742","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40391","0","1003","1","1.0000000000","1.1800000000","0E-10",,"42049","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"2","20","40129","0","211682",,"11082","0E-10","1.0000000000","0E-10","3742","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40391","0","1029","1","1.0000000000","0.0650000000","0E-10",,"42050","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","5.0000000000"
"3","30","40003","0","216908",,"11082","0E-10","1.0000000000","0E-10","3742","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40149","0","1009","1","1.0000000000","0.2110000000","0E-10",,"42051","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","6.0000000000"
"4","40","40336","0","216909",,"11082","0E-10","1.0000000000","0E-10","3742","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40160","0","1023","1","1.0000000000","1.2500000000","0E-10",,"42052","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"5","50","40004","0","216910",,"11082","0E-10","1.0000000000","0E-10","3742","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40159","0","1026","1","1.0000000000","0.2550000000","0E-10",,"42053","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","4.0000000000"
"6","60","40133","0","216911",,"11082","0E-10","1.0000000000","0E-10","3742","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","0","58287","1018","1","1.0000000000","0.2300000000","0E-10",,"42054","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"7","70","40140","0","13389",,"11082","0E-10","1.0000000000","0E-10","3742","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","0","211408","1000","1","1.0000000000","0.6000000000","0E-10",,"42055","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
"8","80","40142","0","216912",,"11082","0E-10","1.0000000000","0E-10","3742","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","40176","0","1022","1","1.0000000000","0.3640000000","0E-10",,"42056","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000"
