"FEntryID","FOperSN","FOperID","FBrNO","FWorkCenterID","FNote","FTimeUnit","FLeadTime","FTimeRun","FTimeSetup","FInterID","FitemID","FWorkQty","FMoveTime","FqualityChkID","Ffare","FQualityShcemeID","FMoveQty","FAutoTD","FAutoOF","FIsOut","FFee","FSupplyID","FFManagerID","FTeamID","FWorkerID","FDeviceID","FResourceCount","FConversion","FPieceRate","FCheckCycle","FProcParam","FNewEntryID","FIndex","FMachStdTimeRun","FMachStdTimeSetup","FPersonStdTimeRun","FPersonStdTimeSetup","FEntrySelfZ0236","FEntrySelfZ0237","FInterID","FBrNo","FParentID","FItemID","FBillNo","FRoutingName","FDefault","FStatus","FTrantype","FCancellation","FDeleted","FClassTypeID","UUID","FHeadSelfZ0212","FHeadSelfZ0213","FHeadSelfZ0214","FBrNo","FInterID","FID","FParentID","FName","FTypeID","FDetail","FDeleted","FModifyTime","FSystemType","FSpec","UUID"
"6","60","40133","0","216911",,"11082","0E-10","1.0000000000","0E-10","3487","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","0","58287","1018","1","1.0000000000","0.2300000000","0E-10",,"247810","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000","3487","0","1183","219716","RT002482","BD-PFB-2000542-YG 0","1058","0","51","false","false","1001820","48E98F18-D5A9-4151-819F-BCCAF81FAFB4","16535","2015-08-27 15:20:31.05","40421","0","40133","7DMXT","61","打磨芯体","61","0","0","0x0000000001b2b279","1","NULL","D557A73B-FB66-4EC2-AF44-7E4FF4E74227"
"5","50","40133","0","216911",,"11082","0E-10","1.0000000000","0E-10","3821","0","100.0000000000","0E-10","352","1059","0","1.0000000000","1058","1058","1059","0E-10","0","0","0","58287","1018","1","1.0000000000","0.2300000000","0E-10",,"96801","0","0E-10","1.0000000000","0E-10","0E-10","1.0000000000","1.0000000000","3821","0","1183","219810","RT002815","BD-PFB-2000596-H 0","1058","0","51","false","false","1001820","FCC4F863-4C39-44CD-A2F4-3F1EFB4D1EA5","16535","2015-02-12 19:41:52.16","40421","0","40133","7DMXT","61","打磨芯体","61","0","0","0x0000000001b2b279","1","NULL","D557A73B-FB66-4EC2-AF44-7E4FF4E74227"

